Year,IT01,IT02,IT03,IT04,ES01,ES02,ES03,ES04,ES05,ES06,ES07,ES08,ES09,ES10,ES11,ES12,ES13,ES14,ES15,ES16,ES17,ES18,ES19,ES20,PT01,FR01,FR02,FR03,FR04,FR05,FR06,FR07,FR08,FR09,FR10,FR11,FR12,FR13,FR14,FR15,GB01,GB02,GB03,BE01,BE02,BE03,BE04,NL01,DE01,DE02,DE03,DE04,DE05,DE06,DE07,DE08,CH01,CH02,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,AT01,AT02,HR01,HU01,HU02,HU03,CZ01,CZ02,CZ03,CZ04,CZ05,CZ06,CZ07,CZ08,PL01,PL02,NO01,NO02,NO03,NO04,NO05,NO06,NO07,NO08,NO09,NO10,SE01,SE02,SE03,SE04,LV01,RU01,RU02,RU03,RU04,RU05
1690,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1691,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1692,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1693,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1694,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1695,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1696,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1697,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1698,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1699,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1700,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1701,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1702,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
1703,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1
1704,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1
1705,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1
1706,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1
1707,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1
1708,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1
1709,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1710,3,3,3,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1711,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1712,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1713,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1714,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1715,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,2,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1716,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1717,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1718,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1719,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1720,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1721,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1722,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1723,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1724,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1725,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1726,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1727,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1728,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1729,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1730,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1731,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1732,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1733,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1734,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1735,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1736,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1737,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1738,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1739,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1740,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1741,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1742,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1743,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1744,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1745,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1746,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1747,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1748,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1749,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1750,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1751,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1
1752,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,1
1753,3,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,1
